date,region,ai_tool,visits,traffic_share_percent,avg_visit_duration,pages_per_visit,bounce_rate
2022-12-01,Brazil,DeepSeek,1010544,5.51,125.0,3.17,33.95
2023-01-01,Brazil,DeepSeek,1284923,5.64,129.2,2.85,30.78
2023-02-01,Brazil,DeepSeek,1312532,5.66,121.5,3.18,42.09
2023-03-01,Brazil,DeepSeek,1294828,5.65,129.5,2.77,42.5
2023-04-01,Brazil,DeepSeek,1572503,5.79,116.7,3.09,37.66
2023-05-01,Brazil,DeepSeek,1451879,5.73,99.4,3.04,31.91
2023-06-01,Brazil,DeepSeek,1563929,5.78,108.6,3.01,44.9
2023-07-01,Brazil,DeepSeek,1109443,5.55,125.4,2.42,43.49
2023-08-01,Brazil,DeepSeek,1122016,5.56,116.3,2.82,44.56
2023-09-01,Brazil,DeepSeek,868943,5.43,113.4,2.94,36.51
2023-10-01,Brazil,DeepSeek,1212939,5.61,106.1,3.23,38.38
2023-11-01,Brazil,DeepSeek,1222582,5.61,97.9,3.33,41.89
2023-12-01,Brazil,DeepSeek,1274086,5.64,124.6,2.9,55.2
2024-01-01,Brazil,DeepSeek,1112322,5.56,113.1,3.49,34.3
2024-02-01,Brazil,DeepSeek,1421498,5.71,106.5,3.27,38.7
2024-03-01,Brazil,DeepSeek,1485042,5.74,135.3,3.61,38.97
2024-04-01,Brazil,DeepSeek,1604322,5.8,139.1,3.32,39.24
2024-05-01,Brazil,DeepSeek,1845102,5.92,142.1,3.43,47.55
2024-06-01,Brazil,DeepSeek,1526091,5.76,129.7,3.52,32.96
2024-07-01,Brazil,DeepSeek,1761351,5.88,121.5,3.1,36.77
2024-08-01,Brazil,DeepSeek,1449687,5.72,146.9,3.25,31.79
2024-09-01,Brazil,DeepSeek,1075378,5.54,110.3,3.01,27.71
2024-10-01,Brazil,DeepSeek,1429846,5.71,121.9,2.56,44.8
2024-11-01,Brazil,DeepSeek,1313890,5.66,126.5,2.86,42.19
2024-12-01,Brazil,DeepSeek,1516785,5.76,120.5,2.98,39.51
2025-01-01,Brazil,DeepSeek,1606862,5.8,109.6,3.5,32.1
2025-02-01,Brazil,DeepSeek,1739456,5.87,119.0,3.61,33.3
2025-03-01,Brazil,DeepSeek,2323644,6.16,126.5,2.81,43.99
2025-04-01,Brazil,DeepSeek,2000175,6.0,123.7,2.42,40.18
2025-05-01,Brazil,DeepSeek,1954302,5.98,112.3,2.71,46.53
2025-06-01,Brazil,DeepSeek,1694797,5.85,120.2,2.7,42.66
2025-07-01,Brazil,DeepSeek,1797964,5.9,140.9,3.23,41.84
2025-08-01,Brazil,DeepSeek,1644232,5.82,116.1,2.54,49.05
2025-09-01,Brazil,DeepSeek,1768071,5.88,129.7,3.16,37.39
2025-10-01,Brazil,DeepSeek,1578493,5.79,135.1,3.37,35.5
2025-11-01,Brazil,DeepSeek,1854013,5.93,130.7,2.91,31.18
2025-12-01,Brazil,DeepSeek,2039236,6.02,121.8,2.95,31.77
2026-01-01,Brazil,DeepSeek,1863588,5.93,139.2,2.7,40.47
2026-02-01,Brazil,DeepSeek,1994650,6.0,116.4,2.65,51.36
2026-03-01,Brazil,DeepSeek,2014864,6.01,117.1,2.75,45.14
2026-04-01,Brazil,DeepSeek,2352855,6.18,112.6,2.65,37.76
2026-05-01,Brazil,DeepSeek,2248185,6.12,123.5,2.42,36.9
2026-06-01,Brazil,DeepSeek,2552206,6.28,137.5,2.97,43.92
2019-01-01,Brazil,Grok,181274,5.09,113.0,4.0,40.89
2019-02-01,Brazil,Grok,170854,5.09,111.9,2.4,47.93
2019-03-01,Brazil,Grok,141510,5.07,132.6,3.48,29.77
2019-04-01,Brazil,Grok,0,5.0,96.8,1.99,39.02
2019-05-01,Brazil,Grok,110508,5.06,122.5,2.77,43.46
2019-06-01,Brazil,Grok,103534,5.05,126.3,2.64,45.77
2019-07-01,Brazil,Grok,60543,5.03,112.3,2.93,40.53
2019-08-01,Brazil,Grok,376266,5.19,124.5,2.96,45.26
2019-09-01,Brazil,Grok,409701,5.2,111.3,3.37,35.25
2019-10-01,Brazil,Grok,134628,5.07,143.5,3.14,36.69
2019-11-01,Brazil,Grok,254298,5.13,128.6,2.95,35.16
2019-12-01,Brazil,Grok,140877,5.07,138.1,3.42,45.43
2020-01-01,Brazil,Grok,377380,5.19,108.3,3.92,46.23
2020-02-01,Brazil,Grok,289087,5.14,135.1,4.05,28.72
2020-03-01,Brazil,Grok,556910,5.28,124.7,2.88,42.27
2020-04-01,Brazil,Grok,420029,5.21,127.9,3.17,43.72
2020-05-01,Brazil,Grok,330669,5.17,118.1,2.95,45.33
2020-06-01,Brazil,Grok,436901,5.22,121.3,2.83,48.32
2020-07-01,Brazil,Grok,373498,5.19,106.8,3.15,39.54
2020-08-01,Brazil,Grok,414469,5.21,121.9,3.28,41.79
2020-09-01,Brazil,Grok,445304,5.22,111.2,2.87,27.21
2020-10-01,Brazil,Grok,467457,5.23,133.0,2.97,29.64
2020-11-01,Brazil,Grok,407162,5.2,106.6,3.37,39.89
2020-12-01,Brazil,Grok,358978,5.18,116.3,3.28,39.25
2021-01-01,Brazil,Grok,281622,5.14,129.2,2.84,41.63
2021-02-01,Brazil,Grok,384382,5.19,121.6,3.07,38.66
2021-03-01,Brazil,Grok,703416,5.35,130.5,2.93,33.78
2021-04-01,Brazil,Grok,533200,5.27,106.6,2.98,47.3
2021-05-01,Brazil,Grok,726611,5.36,116.0,2.56,51.0
2021-06-01,Brazil,Grok,892692,5.45,126.3,2.75,38.72
2021-07-01,Brazil,Grok,718304,5.36,119.0,2.78,43.67
2021-08-01,Brazil,Grok,782108,5.39,132.1,2.61,49.8
2021-09-01,Brazil,Grok,507584,5.25,125.7,2.49,33.2
2021-10-01,Brazil,Grok,617911,5.31,113.7,3.04,40.04
2021-11-01,Brazil,Grok,669702,5.33,116.6,2.93,39.7
2021-12-01,Brazil,Grok,974152,5.49,104.2,3.49,28.04
2022-01-01,Brazil,Grok,975550,5.49,125.2,2.98,30.71
2022-02-01,Brazil,Grok,840601,5.42,122.0,2.48,28.61
2022-03-01,Brazil,Grok,1127297,5.56,110.3,2.35,44.9
2022-04-01,Brazil,Grok,904914,5.45,114.2,3.28,46.95
2022-05-01,Brazil,Grok,787306,5.39,123.6,2.74,42.83
2022-06-01,Brazil,Grok,849887,5.42,111.7,2.84,37.36
2022-07-01,Brazil,Grok,1003185,5.5,126.1,2.65,36.36
2022-08-01,Brazil,Grok,858479,5.43,120.3,3.97,34.66
2022-09-01,Brazil,Grok,982394,5.49,141.0,2.88,41.99
2022-10-01,Brazil,Grok,801326,5.4,131.0,2.97,35.64
2022-11-01,Brazil,Grok,852396,5.43,130.4,3.07,39.79
2022-12-01,Brazil,Grok,1045481,5.52,119.9,2.88,38.45
2023-01-01,Brazil,Grok,1165782,5.58,120.6,3.51,45.66
2023-02-01,Brazil,Grok,1092141,5.55,138.9,2.47,41.06
2023-03-01,Brazil,Grok,1190893,5.6,105.0,2.66,42.84
2023-04-01,Brazil,Grok,1370577,5.69,126.0,3.27,51.05
2023-05-01,Brazil,Grok,1435376,5.72,124.4,3.01,36.03
2023-06-01,Brazil,Grok,1454140,5.73,113.3,3.05,32.74
2023-07-01,Brazil,Grok,1123050,5.56,129.0,2.3,43.49
2023-08-01,Brazil,Grok,938433,5.47,125.8,2.92,45.4
2023-09-01,Brazil,Grok,1102459,5.55,120.3,2.82,42.51
2023-10-01,Brazil,Grok,970564,5.49,128.0,3.03,41.44
2023-11-01,Brazil,Grok,1276747,5.64,118.3,4.09,40.58
2023-12-01,Brazil,Grok,1334276,5.67,120.4,2.95,39.37
2024-01-01,Brazil,Grok,1623376,5.81,102.8,2.85,47.08
2024-02-01,Brazil,Grok,1459659,5.73,120.7,3.12,43.08
2024-03-01,Brazil,Grok,1354217,5.68,115.5,2.79,43.56
2024-04-01,Brazil,Grok,1661313,5.83,128.0,2.44,33.68
2024-05-01,Brazil,Grok,1293177,5.65,114.1,3.11,29.0
2024-06-01,Brazil,Grok,1382930,5.69,124.7,2.73,44.94
2024-07-01,Brazil,Grok,1626944,5.81,119.2,2.89,41.16
2024-08-01,Brazil,Grok,1367519,5.68,108.4,3.16,35.61
2024-09-01,Brazil,Grok,1348775,5.67,115.0,3.25,40.32
2024-10-01,Brazil,Grok,1479940,5.74,127.5,2.67,42.37
2024-11-01,Brazil,Grok,1541232,5.77,130.0,2.43,45.74
2024-12-01,Brazil,Grok,1351401,5.68,122.5,2.63,52.59
2025-01-01,Brazil,Grok,1738068,5.87,119.3,2.66,41.73
2025-02-01,Brazil,Grok,1877320,5.94,123.6,2.78,43.84
2025-03-01,Brazil,Grok,1896865,5.95,133.9,3.27,33.66
2025-04-01,Brazil,Grok,1788124,5.89,106.6,3.15,38.69
2025-05-01,Brazil,Grok,1949572,5.97,117.1,2.86,48.61
2025-06-01,Brazil,Grok,1720693,5.86,128.2,3.33,42.52
2025-07-01,Brazil,Grok,2013949,6.01,127.5,2.01,44.89
2025-08-01,Brazil,Grok,1705249,5.85,125.8,2.7,48.08
2025-09-01,Brazil,Grok,1394999,5.7,119.5,3.34,40.7
2025-10-01,Brazil,Grok,1442004,5.72,109.0,3.7,47.05
2025-11-01,Brazil,Grok,1729620,5.86,126.1,1.83,44.93
2025-12-01,Brazil,Grok,1723462,5.86,139.0,3.28,41.54
2026-01-01,Brazil,Grok,2006922,6.0,114.4,2.75,34.76
2026-02-01,Brazil,Grok,1915556,5.96,114.7,3.31,39.6
2026-03-01,Brazil,Grok,2064368,6.03,136.2,3.26,35.69
2026-04-01,Brazil,Grok,2200863,6.1,109.1,2.7,32.93
2026-05-01,Brazil,Grok,2191285,6.1,132.6,3.33,36.99
2026-06-01,Brazil,Grok,2331557,6.17,127.3,3.51,36.19
2019-01-01,United Kingdom,ChatGPT,635561,5.32,115.4,2.92,36.6
2019-02-01,United Kingdom,ChatGPT,669917,5.33,128.2,3.22,50.11
2019-03-01,United Kingdom,ChatGPT,816172,5.41,113.7,2.88,34.4
2019-04-01,United Kingdom,ChatGPT,936844,5.47,112.6,2.77,46.96
2019-05-01,United Kingdom,ChatGPT,770651,5.39,133.7,2.94,47.73
2019-06-01,United Kingdom,ChatGPT,859961,5.43,126.5,2.83,42.63
2019-07-01,United Kingdom,ChatGPT,1092714,5.55,101.1,2.18,39.16
2019-08-01,United Kingdom,ChatGPT,945698,5.47,128.8,2.78,46.38
2019-09-01,United Kingdom,ChatGPT,792360,5.4,100.4,2.86,39.27
2019-10-01,United Kingdom,ChatGPT,847777,5.42,128.7,3.31,29.68
2019-11-01,United Kingdom,ChatGPT,1035780,5.52,124.2,3.35,47.4
2019-12-01,United Kingdom,ChatGPT,951180,5.48,103.0,3.83,39.4
2020-01-01,United Kingdom,ChatGPT,1382401,5.69,123.1,3.24,36.85
2020-02-01,United Kingdom,ChatGPT,1451779,5.73,138.9,3.32,32.83
2020-03-01,United Kingdom,ChatGPT,1458471,5.73,116.8,2.96,35.99
2020-04-01,United Kingdom,ChatGPT,1666036,5.83,123.3,3.63,41.41
2020-05-01,United Kingdom,ChatGPT,1512945,5.76,110.6,2.96,43.15
2020-06-01,United Kingdom,ChatGPT,1508836,5.75,135.2,2.92,39.08
2020-07-01,United Kingdom,ChatGPT,1518911,5.76,124.5,3.21,34.66
2020-08-01,United Kingdom,ChatGPT,1330040,5.67,114.5,3.11,34.65
2020-09-01,United Kingdom,ChatGPT,1563804,5.78,132.2,2.65,47.03
2020-10-01,United Kingdom,ChatGPT,1486561,5.74,124.7,2.84,37.48
2020-11-01,United Kingdom,ChatGPT,1537293,5.77,120.7,2.6,38.02
2020-12-01,United Kingdom,ChatGPT,1505760,5.75,106.6,3.21,37.91
2021-01-01,United Kingdom,ChatGPT,1950407,5.98,125.0,3.2,39.96
2021-02-01,United Kingdom,ChatGPT,1853635,5.93,93.7,2.7,38.57
2021-03-01,United Kingdom,ChatGPT,2191564,6.1,110.9,3.29,40.93
2021-04-01,United Kingdom,ChatGPT,2341067,6.17,119.5,3.33,38.23
2021-05-01,United Kingdom,ChatGPT,1953482,5.98,125.4,3.31,38.38
2021-06-01,United Kingdom,ChatGPT,2114347,6.06,122.4,2.31,37.69
2021-07-01,United Kingdom,ChatGPT,1994125,6.0,112.6,2.67,45.91
2021-08-01,United Kingdom,ChatGPT,1917737,5.96,114.4,3.12,45.26
2021-09-01,United Kingdom,ChatGPT,1846354,5.92,106.0,3.73,48.97
2021-10-01,United Kingdom,ChatGPT,1879951,5.94,110.0,2.67,37.57
2021-11-01,United Kingdom,ChatGPT,1945228,5.97,114.0,2.53,44.82
2021-12-01,United Kingdom,ChatGPT,2061396,6.03,117.2,3.61,39.04
2022-01-01,United Kingdom,ChatGPT,2356690,6.18,117.4,2.94,42.56
2022-02-01,United Kingdom,ChatGPT,2500510,6.25,121.8,2.86,41.62
2022-03-01,United Kingdom,ChatGPT,2682203,6.34,110.3,1.98,34.4
2022-04-01,United Kingdom,ChatGPT,2864677,6.43,134.4,2.31,28.76
2022-05-01,United Kingdom,ChatGPT,2578083,6.29,98.4,2.41,42.09
2022-06-01,United Kingdom,ChatGPT,2791274,6.4,134.0,2.9,36.67
2022-07-01,United Kingdom,ChatGPT,2881672,6.44,118.5,3.33,41.27
2022-08-01,United Kingdom,ChatGPT,2351772,6.18,115.9,2.3,39.38
2022-09-01,United Kingdom,ChatGPT,2373699,6.19,123.3,3.25,41.48
2022-10-01,United Kingdom,ChatGPT,2448399,6.22,98.9,3.47,48.29
2022-11-01,United Kingdom,ChatGPT,2357438,6.18,115.8,2.23,36.94
2022-12-01,United Kingdom,ChatGPT,2587832,6.29,109.8,3.17,47.08
2023-01-01,United Kingdom,ChatGPT,2828553,6.41,103.6,2.87,43.68
2023-02-01,United Kingdom,ChatGPT,2990741,6.5,128.8,2.79,39.5
2023-03-01,United Kingdom,ChatGPT,3030398,6.52,123.0,2.83,42.02
2023-04-01,United Kingdom,ChatGPT,3248924,6.62,124.2,3.07,35.63
2023-05-01,United Kingdom,ChatGPT,3268163,6.63,145.1,2.73,27.47
2023-06-01,United Kingdom,ChatGPT,3289413,6.64,132.1,2.74,42.92
2023-07-01,United Kingdom,ChatGPT,3454690,6.73,121.5,3.38,48.38
2023-08-01,United Kingdom,ChatGPT,2795221,6.4,108.1,3.36,44.48
2023-09-01,United Kingdom,ChatGPT,2835981,6.42,121.0,2.85,35.81
2023-10-01,United Kingdom,ChatGPT,2736208,6.37,107.6,3.03,31.87
2023-11-01,United Kingdom,ChatGPT,3017560,6.51,119.6,3.35,43.0
2023-12-01,United Kingdom,ChatGPT,3148359,6.57,132.2,3.13,38.71
2024-01-01,United Kingdom,ChatGPT,3168352,6.58,124.1,2.72,40.99
2024-02-01,United Kingdom,ChatGPT,3473160,6.74,120.0,2.83,29.9
2024-03-01,United Kingdom,ChatGPT,3627113,6.81,133.0,3.3,40.16
2024-04-01,United Kingdom,ChatGPT,3602618,6.8,105.1,3.35,36.94
2024-05-01,United Kingdom,ChatGPT,4025896,7.01,125.0,2.51,44.35
2024-06-01,United Kingdom,ChatGPT,3937983,6.97,113.3,2.55,43.27
2024-07-01,United Kingdom,ChatGPT,3630843,6.82,120.4,3.08,39.07
2024-08-01,United Kingdom,ChatGPT,3526732,6.76,105.9,3.54,42.88
2024-09-01,United Kingdom,ChatGPT,3715075,6.86,112.8,3.25,47.16
2024-10-01,United Kingdom,ChatGPT,3476940,6.74,106.0,2.15,38.82
2024-11-01,United Kingdom,ChatGPT,3492166,6.75,134.3,2.6,43.07
2024-12-01,United Kingdom,ChatGPT,3717149,6.86,116.7,3.29,33.61
2025-01-01,United Kingdom,ChatGPT,3669444,6.83,107.2,2.55,44.6
2025-02-01,United Kingdom,ChatGPT,4252343,7.13,132.4,3.69,29.79
2025-03-01,United Kingdom,ChatGPT,4419170,7.21,129.7,3.14,45.11
2025-04-01,United Kingdom,ChatGPT,4755138,7.38,110.0,2.64,37.99
2025-05-01,United Kingdom,ChatGPT,4384458,7.19,114.3,2.44,42.11
2025-06-01,United Kingdom,ChatGPT,4495074,7.25,118.1,2.41,37.66
2025-07-01,United Kingdom,ChatGPT,4070896,7.04,126.9,2.97,42.66
2025-08-01,United Kingdom,ChatGPT,3940640,6.97,118.5,3.21,44.35
2025-09-01,United Kingdom,ChatGPT,3966914,6.98,125.4,2.72,34.72
2025-10-01,United Kingdom,ChatGPT,3688713,6.84,122.0,2.49,42.2
2025-11-01,United Kingdom,ChatGPT,4039264,7.02,119.9,3.14,37.11
2025-12-01,United Kingdom,ChatGPT,3925290,6.96,125.8,3.31,44.07
2026-01-01,United Kingdom,ChatGPT,4441087,7.22,116.2,3.08,36.85
2026-02-01,United Kingdom,ChatGPT,4663304,7.33,120.6,2.75,34.7
2026-03-01,United Kingdom,ChatGPT,5200577,7.6,106.6,3.53,44.81
2026-04-01,United Kingdom,ChatGPT,5333750,7.67,128.2,3.13,48.92
2026-05-01,United Kingdom,ChatGPT,5402980,7.7,121.0,2.55,38.18
2026-06-01,United Kingdom,ChatGPT,5040005,7.52,113.7,3.01,39.95
2019-01-01,United Kingdom,Gemini,56623,5.03,128.5,2.5,46.5
2019-02-01,United Kingdom,Gemini,52071,5.03,113.0,3.34,35.33
2019-03-01,United Kingdom,Gemini,203536,5.1,110.6,3.41,45.1
2019-04-01,United Kingdom,Gemini,503925,5.25,133.1,2.65,38.15
2019-05-01,United Kingdom,Gemini,329894,5.16,107.5,2.64,40.58
2019-06-01,United Kingdom,Gemini,501398,5.25,135.4,3.26,35.48
2019-07-01,United Kingdom,Gemini,538150,5.27,108.9,2.88,39.32
2019-08-01,United Kingdom,Gemini,241321,5.12,124.9,2.81,44.97
2019-09-01,United Kingdom,Gemini,254955,5.13,113.0,2.96,42.57
2019-10-01,United Kingdom,Gemini,548818,5.27,107.8,2.98,48.92
2019-11-01,United Kingdom,Gemini,592758,5.3,119.1,2.98,36.04
2019-12-01,United Kingdom,Gemini,712634,5.36,118.1,2.8,43.27
2020-01-01,United Kingdom,Gemini,856212,5.43,136.4,2.9,43.83
2020-02-01,United Kingdom,Gemini,703699,5.35,126.2,3.0,33.55
2020-03-01,United Kingdom,Gemini,587674,5.29,103.5,3.01,42.86
2020-04-01,United Kingdom,Gemini,1108991,5.55,123.6,2.07,38.06
2020-05-01,United Kingdom,Gemini,807977,5.4,111.8,2.88,37.45
2020-06-01,United Kingdom,Gemini,940776,5.47,114.6,2.94,39.79
2020-07-01,United Kingdom,Gemini,811822,5.41,119.2,3.36,32.56
2020-08-01,United Kingdom,Gemini,944551,5.47,139.1,3.2,42.68
2020-09-01,United Kingdom,Gemini,750974,5.38,129.0,3.05,48.87
2020-10-01,United Kingdom,Gemini,920987,5.46,113.0,2.73,38.7
2020-11-01,United Kingdom,Gemini,1021067,5.51,121.1,2.96,38.2
2020-12-01,United Kingdom,Gemini,1062282,5.53,125.2,3.05,43.65
2021-01-01,United Kingdom,Gemini,1183348,5.59,133.0,3.04,44.84
2021-02-01,United Kingdom,Gemini,992741,5.5,122.4,2.53,34.82
2021-03-01,United Kingdom,Gemini,1639367,5.82,116.5,3.1,42.75
2021-04-01,United Kingdom,Gemini,1506244,5.75,120.4,2.59,42.71
2021-05-01,United Kingdom,Gemini,1847786,5.92,126.8,2.66,43.71
2021-06-01,United Kingdom,Gemini,1512731,5.76,107.1,2.85,44.97
2021-07-01,United Kingdom,Gemini,1427269,5.71,119.5,2.35,42.85
2021-08-01,United Kingdom,Gemini,1485422,5.74,118.4,2.44,40.8
2021-09-01,United Kingdom,Gemini,1457824,5.73,133.5,3.35,41.48
2021-10-01,United Kingdom,Gemini,1326518,5.66,124.2,2.57,23.93
2021-11-01,United Kingdom,Gemini,1360211,5.68,140.4,2.82,41.57
2021-12-01,United Kingdom,Gemini,1614021,5.81,125.1,3.34,40.14
2022-01-01,United Kingdom,Gemini,1632504,5.82,126.2,2.95,30.27
2022-02-01,United Kingdom,Gemini,1573161,5.79,107.0,2.55,40.38
2022-03-01,United Kingdom,Gemini,2055952,6.03,115.3,3.1,43.04
2022-04-01,United Kingdom,Gemini,1750743,5.88,120.8,2.96,32.9
2022-05-01,United Kingdom,Gemini,2182577,6.09,128.2,2.97,42.32
2022-06-01,United Kingdom,Gemini,1948532,5.97,136.7,2.66,36.04
2022-07-01,United Kingdom,Gemini,1906902,5.95,120.0,2.28,40.32
2022-08-01,United Kingdom,Gemini,2096254,6.05,125.9,2.94,43.49
2022-09-01,United Kingdom,Gemini,1950927,5.98,129.2,2.6,43.66
2022-10-01,United Kingdom,Gemini,1948883,5.97,108.5,3.34,35.66
2022-11-01,United Kingdom,Gemini,1987803,5.99,115.8,3.17,34.47
2022-12-01,United Kingdom,Gemini,2283188,6.14,136.6,3.31,36.39
2023-01-01,United Kingdom,Gemini,2326318,6.16,105.7,2.35,39.22
2023-02-01,United Kingdom,Gemini,2611992,6.31,123.9,2.28,37.15
2023-03-01,United Kingdom,Gemini,2569943,6.28,99.8,2.95,44.02
2023-04-01,United Kingdom,Gemini,2641631,6.32,115.0,2.93,51.86
2023-05-01,United Kingdom,Gemini,2799838,6.4,120.8,3.21,50.82
2023-06-01,United Kingdom,Gemini,2687422,6.34,123.0,3.3,45.67
2023-07-01,United Kingdom,Gemini,2586912,6.29,135.7,3.59,38.16
2023-08-01,United Kingdom,Gemini,2615135,6.31,122.9,3.05,31.17
2023-09-01,United Kingdom,Gemini,2421733,6.21,112.1,2.8,36.42
2023-10-01,United Kingdom,Gemini,1961423,5.98,120.7,2.86,48.59
2023-11-01,United Kingdom,Gemini,2496936,6.25,109.2,3.49,40.06
2023-12-01,United Kingdom,Gemini,2432962,6.22,124.0,2.82,32.5
2024-01-01,United Kingdom,Gemini,3025039,6.51,137.3,3.15,44.24
2024-02-01,United Kingdom,Gemini,3112225,6.56,122.2,2.46,50.35
2024-03-01,United Kingdom,Gemini,3523590,6.76,112.6,2.83,47.23
2024-04-01,United Kingdom,Gemini,3313417,6.66,136.6,3.04,43.04
2024-05-01,United Kingdom,Gemini,3307870,6.65,128.1,2.69,45.17
2024-06-01,United Kingdom,Gemini,3483075,6.74,114.3,3.54,31.4
2024-07-01,United Kingdom,Gemini,3522977,6.76,120.7,2.99,38.05
2024-08-01,United Kingdom,Gemini,3206786,6.6,126.0,3.03,34.33
2024-09-01,United Kingdom,Gemini,2622674,6.31,116.4,2.82,39.32
2024-10-01,United Kingdom,Gemini,3023900,6.51,128.7,2.47,40.49
2024-11-01,United Kingdom,Gemini,2999461,6.5,115.8,3.16,43.99
2024-12-01,United Kingdom,Gemini,3272762,6.64,126.8,2.77,39.16
2025-01-01,United Kingdom,Gemini,3548432,6.77,111.0,3.25,48.3
2025-02-01,United Kingdom,Gemini,3449022,6.72,116.3,3.03,37.24
2025-03-01,United Kingdom,Gemini,3691609,6.85,127.9,3.9,44.2
2025-04-01,United Kingdom,Gemini,3848553,6.92,125.5,2.88,40.02
2025-05-01,United Kingdom,Gemini,3924554,6.96,116.7,3.94,34.86
2025-06-01,United Kingdom,Gemini,3399164,6.7,113.4,3.38,42.4
2025-07-01,United Kingdom,Gemini,3967166,6.98,122.2,3.07,33.73
2025-08-01,United Kingdom,Gemini,3684362,6.84,134.1,2.8,43.79
2025-09-01,United Kingdom,Gemini,3445535,6.72,121.8,2.61,39.3
2025-10-01,United Kingdom,Gemini,3252694,6.63,109.7,3.55,45.98
2025-11-01,United Kingdom,Gemini,3448101,6.72,97.0,2.81,36.53
2025-12-01,United Kingdom,Gemini,3422430,6.71,123.6,3.64,43.56
2026-01-01,United Kingdom,Gemini,3962539,6.98,111.6,2.78,42.35
2026-02-01,United Kingdom,Gemini,4031363,7.02,125.9,3.32,46.81
2026-03-01,United Kingdom,Gemini,4543809,7.27,118.3,2.45,48.83
2026-04-01,United Kingdom,Gemini,4277630,7.14,119.3,3.22,37.32
2026-05-01,United Kingdom,Gemini,4719856,7.36,118.5,3.62,47.76
2026-06-01,United Kingdom,Gemini,4617811,7.31,114.7,3.6,40.2
2019-01-01,United Kingdom,Copilot,177166,5.09,125.1,2.7,47.33
2019-02-01,United Kingdom,Copilot,492565,5.25,126.8,3.71,39.46
2019-03-01,United Kingdom,Copilot,522650,5.26,123.0,2.85,34.03
2019-04-01,United Kingdom,Copilot,674975,5.34,118.1,2.3,36.97
2019-05-01,United Kingdom,Copilot,569025,5.28,105.5,2.71,39.35
2019-06-01,United Kingdom,Copilot,644501,5.32,130.2,2.67,44.58
2019-07-01,United Kingdom,Copilot,483016,5.24,114.1,2.66,39.72
2019-08-01,United Kingdom,Copilot,398164,5.2,126.9,2.35,36.63
2019-09-01,United Kingdom,Copilot,247747,5.12,118.7,3.17,34.52
2019-10-01,United Kingdom,Copilot,428079,5.21,130.8,2.66,40.85
2019-11-01,United Kingdom,Copilot,659846,5.33,114.8,3.41,35.32
2019-12-01,United Kingdom,Copilot,452671,5.23,114.2,3.22,35.56
2020-01-01,United Kingdom,Copilot,381902,5.19,122.5,3.17,37.27
2020-02-01,United Kingdom,Copilot,781448,5.39,118.2,3.85,30.66
2020-03-01,United Kingdom,Copilot,955524,5.48,129.0,2.25,38.54
2020-04-01,United Kingdom,Copilot,641568,5.32,135.3,3.14,39.17
2020-05-01,United Kingdom,Copilot,789311,5.39,128.5,2.39,41.12
2020-06-01,United Kingdom,Copilot,864005,5.43,110.9,3.47,41.05
2020-07-01,United Kingdom,Copilot,831706,5.42,141.8,3.35,43.68
2020-08-01,United Kingdom,Copilot,634664,5.32,122.3,2.87,37.54
2020-09-01,United Kingdom,Copilot,816815,5.41,123.4,2.58,39.51
2020-10-01,United Kingdom,Copilot,594469,5.3,96.3,2.72,38.45
2020-11-01,United Kingdom,Copilot,784935,5.39,133.0,3.22,37.41
2020-12-01,United Kingdom,Copilot,853325,5.43,127.9,2.75,33.86
2021-01-01,United Kingdom,Copilot,752157,5.38,139.4,2.64,36.88
2021-02-01,United Kingdom,Copilot,802621,5.4,107.0,3.2,46.56
2021-03-01,United Kingdom,Copilot,1151883,5.58,103.3,2.48,26.02
2021-04-01,United Kingdom,Copilot,1240962,5.62,136.3,2.98,33.1
2021-05-01,United Kingdom,Copilot,976935,5.49,122.5,2.81,35.95
2021-06-01,United Kingdom,Copilot,984940,5.49,121.2,2.67,43.74
2021-07-01,United Kingdom,Copilot,1151164,5.58,130.9,3.12,38.82
2021-08-01,United Kingdom,Copilot,907277,5.45,126.2,3.56,43.72
2021-09-01,United Kingdom,Copilot,1034373,5.52,117.4,2.9,43.79
2021-10-01,United Kingdom,Copilot,824394,5.41,118.4,3.24,50.07
2021-11-01,United Kingdom,Copilot,820853,5.41,121.6,3.39,34.19
2021-12-01,United Kingdom,Copilot,1318245,5.66,121.8,3.3,43.13
2022-01-01,United Kingdom,Copilot,1011466,5.51,113.1,2.92,39.86
2022-02-01,United Kingdom,Copilot,1012691,5.51,108.8,2.81,34.89
2022-03-01,United Kingdom,Copilot,1295329,5.65,131.5,3.31,41.28
2022-04-01,United Kingdom,Copilot,1343555,5.67,123.8,3.16,39.51
2022-05-01,United Kingdom,Copilot,1473220,5.74,105.7,3.64,35.61
2022-06-01,United Kingdom,Copilot,1222713,5.61,123.3,3.49,38.49
2022-07-01,United Kingdom,Copilot,1168972,5.58,129.0,3.01,40.93
2022-08-01,United Kingdom,Copilot,1045231,5.52,126.5,3.51,37.66
2022-09-01,United Kingdom,Copilot,1274192,5.64,127.8,3.02,56.8
2022-10-01,United Kingdom,Copilot,1205909,5.6,107.7,2.91,33.88
2022-11-01,United Kingdom,Copilot,1100361,5.55,117.2,2.61,42.45
2022-12-01,United Kingdom,Copilot,1249282,5.62,113.2,2.85,45.32
2023-01-01,United Kingdom,Copilot,1461152,5.73,130.4,3.19,45.0
